INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE,AREA_Adyar,AREA_AnnaNagar,AREA_Chromepet,AREA_KKNagar,AREA_Karapakkam,AREA_TNagar,AREA_Velachery
730,1,1,0,1,32,5500000,0,0,0,0,1,0,0
1871,3,2,0,0,49,8616750,0,0,0,0,0,0,1
994,1,1,1,1,21,9475900,0,0,1,0,0,0,0
1754,1,1,2,0,27,10917740,0,1,0,0,0,0,0
2224,4,2,0,1,29,12196780,0,0,0,1,0,0,0
836,1,1,0,0,21,3577000,0,0,0,0,1,0,0
1399,2,2,0,0,39,11019000,0,0,0,0,1,0,0
1950,3,2,0,1,10,11217570,0,0,0,0,0,0,1
1519,1,1,2,1,39,13037450,0,1,0,0,0,0,0
1605,1,1,2,1,40,12149050,0,1,0,0,0,0,0
1230,2,1,1,0,7,14109250,0,0,1,0,0,0,0
584,1,1,0,1,30,7439500,0,0,0,0,1,0,0
1590,2,1,1,0,54,13277730,0,0,0,0,0,0,1
1734,2,1,1,0,10,10180900,0,0,0,0,0,0,1
786,1,1,0,0,6,10905100,0,0,1,0,0,0,0
701,1,1,0,0,36,8513600,0,0,1,0,0,0,0
783,1,1,0,1,38,8538070,1,0,0,0,0,0,0
1739,1,1,2,0,14,12739970,0,1,0,0,0,0,0
1127,1,1,1,0,31,8841600,0,0,1,0,0,0,0
919,1,1,1,0,28,10180400,0,0,1,0,0,0,0
902,1,1,1,0,4,8637740,0,0,1,0,0,0,0
838,1,1,1,1,37,11197455,1,0,0,0,0,0,0
1026,1,1,1,0,21,12388350,0,0,1,0,0,0,0
1346,2,2,0,1,44,7441000,0,0,0,0,1,0,0
1764,2,1,1,0,22,10950540,0,0,0,1,0,0,0
825,1,1,1,1,14,11338250,0,0,1,0,0,0,0
1542,2,1,1,1,11,10737270,0,0,0,0,0,0,1
1869,3,2,0,0,16,11190500,0,0,0,1,0,0,0
1291,2,2,0,0,27,6951120,1,0,0,0,0,0,0
950,1,1,1,1,45,5628000,0,0,0,0,1,0,0
680,1,1,0,1,32,8208000,0,0,0,0,1,0,0
1579,1,1,2,1,30,12812990,0,1,0,0,0,0,0
1047,1,1,1,1,37,9051140,0,0,1,0,0,0,0
1660,1,1,2,1,29,18681200,0,1,0,0,0,0,0
835,1,1,1,1,21,9220450,0,0,1,0,0,0,0
1883,2,1,2,0,15,13316650,0,1,0,0,0,0,0
1109,1,1,1,1,35,10039740,1,0,0,0,0,0,0
995,1,1,1,1,34,8055010,1,0,0,0,0,0,0
1747,2,1,1,1,32,12038110,0,0,0,0,0,0,1
1529,1,1,2,1,35,11985700,0,1,0,0,0,0,0
1034,1,1,1,1,37,8345500,0,0,0,0,1,0,0
1302,1,1,1,0,26,11286720,0,0,0,1,0,0,0
654,1,1,0,1,6,6754500,0,0,0,0,1,0,0
1020,1,1,1,1,26,13245700,0,0,1,0,0,0,0
506,1,1,0,0,27,6519250,0,0,0,0,1,0,0
1955,2,1,2,1,42,13986310,0,0,0,0,0,1,0
1653,2,2,0,0,24,12268750,0,0,0,0,1,0,0
1820,3,2,0,1,32,11050340,0,0,0,0,0,0,1
1508,2,1,1,1,8,12035430,0,0,0,0,0,0,1
1292,1,1,1,0,17,8974750,0,0,0,0,1,0,0
1922,2,1,2,0,23,21208080,0,1,0,0,0,0,0
584,1,1,0,0,11,3928250,0,0,0,0,1,0,0
1839,2,1,2,1,14,13903480,0,1,0,0,0,0,0
1879,3,2,0,0,32,9900740,0,0,0,0,0,0,1
1199,1,1,1,0,31,7329125,0,0,0,0,1,0,0
1181,1,1,1,1,11,11060050,0,0,1,0,0,0,0
1068,1,1,1,0,12,9087160,0,0,1,0,0,0,0
1686,2,1,1,1,25,12026070,0,0,0,0,0,0,1
2242,4,2,0,1,11,13547460,0,0,0,1,0,0,0
1259,2,1,1,0,17,9574950,0,0,1,0,0,0,0
1843,2,1,2,1,29,13613320,0,0,0,0,0,1,0
1924,2,1,2,1,19,14480950,0,0,0,0,0,1,0
1144,1,1,1,0,30,12649650,0,0,1,0,0,0,0
542,1,1,0,1,26,7689500,0,0,0,0,1,0,0
1515,1,1,2,0,39,10864880,0,1,0,0,0,0,0
630,1,1,0,0,15,9683840,1,0,0,0,0,0,0
1671,2,1,1,0,17,10676510,0,0,0,0,0,0,1
1047,1,1,1,0,18,6066000,0,0,0,0,1,0,0
1595,1,1,2,1,29,17471500,0,1,0,0,0,0,0
1299,2,2,0,0,11,8087365,1,0,0,0,0,0,0
1626,1,1,2,1,37,12837890,0,1,0,0,0,0,0
801,1,1,0,0,17,5038250,0,0,0,0,1,0,0
1089,1,1,1,1,4,13099400,0,0,1,0,0,0,0
1955,2,1,2,0,11,11575870,0,1,0,0,0,0,0
1708,2,1,1,0,17,13502140,0,0,0,1,0,0,0
1697,1,1,2,1,10,14121610,0,0,0,0,0,1,0
1975,2,1,2,0,12,12643190,0,0,0,0,0,1,0
1966,3,2,0,1,49,11333130,0,0,0,0,0,0,1
1791,1,1,2,0,15,14020280,0,1,0,0,0,0,0
1890,3,2,0,1,6,15850840,0,0,0,0,0,0,1
967,1,1,1,0,29,3891250,0,0,0,0,1,0,0
1711,1,1,2,0,12,14106990,0,1,0,0,0,0,0
1583,2,1,1,0,25,10848760,0,0,0,1,0,0,0
1274,2,2,0,1,22,10736530,1,0,0,0,0,0,0
1356,2,2,0,0,44,6683750,0,0,0,0,1,0,0
1144,1,1,1,1,36,8969400,0,0,1,0,0,0,0
1129,1,1,1,0,16,9117330,0,0,1,0,0,0,0
695,1,1,0,1,11,9132865,1,0,0,0,0,0,0
867,1,1,1,1,14,8325850,0,0,1,0,0,0,0
1501,2,1,1,0,26,9155320,0,0,0,1,0,0,0
1896,3,2,0,1,14,11606300,0,0,0,0,0,0,1
1449,2,2,0,0,17,5464000,0,0,0,0,1,0,0
1700,1,1,2,0,5,11926600,0,1,0,0,0,0,0
1829,3,2,0,0,15,8669050,0,0,0,0,0,0,1
1178,1,1,1,1,33,10285360,0,0,1,0,0,0,0
1460,2,1,1,0,16,9213320,0,0,0,1,0,0,0
1807,2,1,2,1,36,13308490,0,1,0,0,0,0,0
1103,1,1,1,1,24,13089560,1,0,0,0,0,0,0
992,1,1,1,0,21,8611350,0,0,1,0,0,0,0
1268,2,2,0,0,14,9952510,1,0,0,0,0,0,0
1890,2,1,2,0,17,11505040,0,1,0,0,0,0,0
670,1,1,0,0,15,5136000,0,0,0,0,1,0,0
1236,1,1,1,1,15,7416000,0,0,0,0,1,0,0
1256,1,1,1,0,28,6081000,0,0,0,0,1,0,0
1071,1,1,1,1,16,14402200,0,0,1,0,0,0,0
1217,2,1,1,1,10,11863790,0,0,1,0,0,0,0
1488,2,2,0,1,14,6997500,0,0,0,0,1,0,0
2162,3,2,0,1,29,17248780,0,0,0,1,0,0,0
1623,2,1,1,1,20,13518220,0,0,0,0,0,0,1
1585,1,1,2,0,44,17934280,0,1,0,0,0,0,0
2237,4,2,0,0,24,12183080,0,0,0,1,0,0,0
1662,2,2,0,0,26,8532500,0,0,0,0,1,0,0
819,1,1,1,0,35,10569040,1,0,0,0,0,0,0
2348,4,2,0,0,29,12021160,0,0,0,1,0,0,0
604,1,1,0,1,27,9000305,1,0,0,0,0,0,0
1849,2,1,2,0,29,12412950,0,0,0,0,0,1,0
1617,2,2,0,1,46,10281375,0,0,0,0,1,0,0
1733,2,1,1,0,15,14773100,0,0,0,1,0,0,0
802,1,1,1,1,35,7178990,0,0,1,0,0,0,0
1081,1,1,1,0,36,10970740,1,0,0,0,0,0,0
1243,2,2,0,1,35,8270125,1,0,0,0,0,0,0
1430,2,2,0,0,37,7514750,0,0,0,0,1,0,0
1707,2,1,1,0,25,9737060,0,0,0,1,0,0,0
1317,1,1,1,0,9,11665400,0,0,0,1,0,0,0
1128,1,1,1,1,48,5441000,0,0,0,0,1,0,0
2458,4,2,0,0,21,11375820,0,0,0,1,0,0,0
1091,1,1,1,0,23,7697920,0,0,1,0,0,0,0
1795,2,1,1,1,40,11809800,0,0,0,0,0,0,1
2481,4,2,0,1,13,14276060,0,0,0,1,0,0,0
1095,1,1,1,1,18,13888700,0,0,1,0,0,0,0
1759,1,1,2,0,36,11863220,0,0,0,0,0,1,0
1774,1,1,2,1,40,13785170,0,1,0,0,0,0,0
2314,4,2,0,1,19,14159480,0,0,0,1,0,0,0
1695,1,1,2,1,35,11994050,0,1,0,0,0,0,0
1099,1,1,1,0,31,13266650,0,0,1,0,0,0,0
1547,1,1,2,1,37,13597890,0,0,0,0,0,1,0
927,1,1,1,0,5,10431690,1,0,0,0,0,0,0
1966,2,1,2,0,33,11752460,0,1,0,0,0,0,0
1541,2,1,1,0,16,13945940,0,0,0,1,0,0,0
1978,3,2,0,1,49,10699280,0,0,0,0,0,0,1
1208,1,1,1,1,24,10895000,0,0,0,0,1,0,0
659,1,1,0,0,20,5882500,0,0,0,0,1,0,0
1834,2,1,2,0,9,13990830,0,0,0,0,0,1,0
792,1,1,0,1,8,8344040,0,0,1,0,0,0,0
1262,2,1,1,0,27,10773390,0,0,1,0,0,0,0
767,1,1,0,1,34,8320290,0,0,1,0,0,0,0
1225,1,1,1,0,35,4243125,0,0,0,0,1,0,0
732,1,1,0,1,3,7978600,0,0,1,0,0,0,0
1647,2,2,0,1,22,11117625,0,0,0,0,1,0,0
1344,2,1,1,1,9,8991380,0,0,0,1,0,0,0
807,1,1,1,1,24,7081160,1,0,0,0,0,0,0
631,1,1,0,1,22,8269500,0,0,0,0,1,0,0
1775,1,1,2,1,22,12397590,0,0,0,0,0,1,0
753,1,1,0,1,29,5716935,1,0,0,0,0,0,0
1952,3,2,0,1,19,11148980,0,0,0,1,0,0,0
1021,1,1,1,1,15,9320800,0,0,1,0,0,0,0
1126,1,1,1,1,22,9282050,0,0,1,0,0,0,0
2397,4,2,0,1,13,12753880,0,0,0,1,0,0,0
1059,1,1,1,1,26,14246650,0,0,1,0,0,0,0
1625,2,1,1,1,29,9902600,0,0,0,1,0,0,0
1080,1,1,1,1,6,10254500,0,0,0,0,1,0,0
2254,4,2,0,1,7,12428040,0,0,0,1,0,0,0
1696,2,1,1,0,9,13594630,0,0,0,0,0,0,1
1943,3,2,0,0,39,10774250,0,0,0,0,0,0,1
1499,2,1,1,0,11,13324620,0,0,0,1,0,0,0
1782,2,1,1,1,26,14471520,0,0,0,0,0,0,1
1505,1,1,2,0,19,17242780,0,1,0,0,0,0,0
2050,3,2,0,1,13,16814260,0,0,0,1,0,0,0
1665,1,1,2,1,43,12639580,0,1,0,0,0,0,0
1391,2,2,0,1,25,6642000,0,0,0,0,1,0,0
1797,1,1,2,1,43,13049510,0,1,0,0,0,0,0
1514,1,1,2,0,28,16835310,0,0,0,0,0,1,0
786,1,1,0,1,10,10371250,1,0,0,0,0,0,0
1991,3,2,0,1,37,13805110,0,0,0,0,0,0,1
1814,3,2,0,0,7,13975040,0,0,0,0,0,0,1
504,1,1,0,0,28,3454000,0,0,0,0,1,0,0
1215,2,2,0,1,11,16693265,1,0,0,0,0,0,0
1934,2,1,2,0,26,14154820,0,0,0,0,0,1,0
1691,2,1,1,1,29,14691200,0,0,0,1,0,0,0
1294,2,1,1,1,13,15704500,0,0,1,0,0,0,0
2268,4,2,0,0,12,11645200,0,0,0,1,0,0,0
615,1,1,0,0,19,7284250,0,0,0,0,1,0,0
1640,2,2,0,1,17,10169750,0,0,0,0,1,0,0
832,1,1,1,0,10,9252340,0,0,1,0,0,0,0
1919,2,1,2,0,37,12308240,0,1,0,0,0,0,0
1788,2,1,1,0,16,9689440,0,0,0,0,0,0,1
1674,1,1,2,1,40,13280420,0,0,0,0,0,1,0
723,1,1,0,0,38,7603010,0,0,1,0,0,0,0
990,1,1,1,0,23,10631860,1,0,0,0,0,0,0
2219,3,2,0,0,20,17449820,0,0,0,1,0,0,0
1167,1,1,1,0,35,7904525,1,0,0,0,0,0,0
1566,1,1,2,0,28,17187060,0,0,0,0,0,1,0
1053,1,1,1,1,3,10137210,0,0,1,0,0,0,0
1781,2,1,1,0,55,13206150,0,0,0,0,0,0,1
2470,4,2,0,0,29,12792980,0,0,0,1,0,0,0
1612,2,1,1,0,14,8690980,0,0,0,0,0,0,1
1418,2,1,1,1,17,8878740,0,0,0,1,0,0,0
1032,1,1,1,1,31,9629850,0,0,1,0,0,0,0
1430,2,2,0,1,33,12919750,0,0,0,0,1,0,0
812,1,1,1,1,8,12347950,0,0,1,0,0,0,0
571,1,1,0,1,15,4627500,0,0,0,0,1,0,0
1709,2,1,1,1,26,13822920,0,0,0,0,0,0,1
1128,1,1,1,0,35,12072650,0,0,1,0,0,0,0
1731,2,1,1,0,6,11270960,0,0,0,1,0,0,0
1620,2,1,1,1,12,13957610,0,0,0,0,0,0,1
1581,2,1,1,1,9,13356200,0,0,0,0,0,0,1
1672,1,1,2,1,17,14477850,0,1,0,0,0,0,0
1266,2,1,1,1,29,9077550,0,0,1,0,0,0,0
1298,2,1,1,1,25,11998010,0,0,1,0,0,0,0
1952,2,1,2,1,45,13942350,0,0,0,0,0,1,0
2386,4,2,0,1,23,12941380,0,0,0,1,0,0,0
1058,1,1,1,1,21,8598500,0,0,1,0,0,0,0
987,1,1,1,1,15,9200725,1,0,0,0,0,0,0
1256,1,1,1,0,11,9393000,0,0,0,0,1,0,0
1824,3,2,0,0,7,15122540,0,0,0,1,0,0,0
1752,2,1,1,0,24,8535580,0,0,0,0,0,0,1
796,1,1,0,1,10,9737150,1,0,0,0,0,0,0
1031,1,1,1,0,40,9241670,0,0,1,0,0,0,0
1114,1,1,1,1,5,9688300,0,0,1,0,0,0,0
1567,1,1,2,0,43,11630020,0,1,0,0,0,0,0
1282,2,2,0,1,27,9301605,1,0,0,0,0,0,0
957,1,1,1,1,22,8292190,0,0,1,0,0,0,0
1510,1,1,2,0,32,16300260,0,0,0,0,0,1,0
1005,1,1,1,1,8,7525375,0,0,0,0,1,0,0
1824,3,2,0,0,30,6911070,0,0,0,0,0,0,1
837,1,1,1,1,18,10563700,0,0,1,0,0,0,0
1103,1,1,1,0,11,7693965,1,0,0,0,0,0,0
1386,2,2,0,0,5,8418500,0,0,0,0,1,0,0
1588,2,1,1,1,44,11516250,0,0,0,0,0,0,1
792,1,1,0,0,35,10567050,0,0,1,0,0,0,0
1241,2,1,1,1,35,8939050,0,0,1,0,0,0,0
1571,2,1,1,1,11,11648840,0,0,0,1,0,0,0
770,1,1,0,0,33,8883750,0,0,1,0,0,0,0
1707,1,1,2,0,42,17363590,0,1,0,0,0,0,0
1840,2,1,2,1,41,14477820,0,0,0,0,0,1,0
972,1,1,1,0,42,6399750,0,0,0,0,1,0,0
1000,1,1,1,0,18,8348770,1,0,0,0,0,0,0
1888,2,1,2,1,38,13764960,0,0,0,0,0,1,0
557,1,1,0,1,37,3210125,0,0,0,0,1,0,0
1180,1,1,1,0,27,8889850,0,0,1,0,0,0,0
1219,2,1,1,1,4,9951030,0,0,1,0,0,0,0
943,1,1,1,1,26,8776500,0,0,0,0,1,0,0
1133,1,1,1,1,16,9468000,0,0,1,0,0,0,0
1153,1,1,1,1,23,8350260,1,0,0,0,0,0,0
1618,2,1,1,1,30,16354300,0,0,0,0,0,0,1
1246,1,1,1,1,37,7957500,0,0,0,0,1,0,0
2389,4,2,0,0,27,18402940,0,0,0,1,0,0,0
2227,4,2,0,0,6,11820720,0,0,0,1,0,0,0
1853,2,1,2,1,30,13761350,0,1,0,0,0,0,0
926,1,1,1,0,27,11939850,0,0,1,0,0,0,0
1517,1,1,2,0,25,11712660,0,0,0,0,0,1,0
1721,2,1,1,0,22,9225240,0,0,0,1,0,0,0
1231,1,1,1,0,17,5711000,0,0,0,0,1,0,0
1090,1,1,1,1,49,4876500,0,0,0,0,1,0,0
1590,2,1,1,1,8,13925230,0,0,0,0,0,0,1
1353,2,2,0,1,34,7507375,0,0,0,0,1,0,0
1610,1,1,2,1,29,13545830,0,1,0,0,0,0,0
1883,2,1,2,1,29,14866620,0,0,0,0,0,1,0
1029,1,1,1,1,29,13376150,0,0,1,0,0,0,0
1285,2,1,1,1,29,11819950,0,0,1,0,0,0,0
1210,2,2,0,1,35,12495925,1,0,0,0,0,0,0
774,1,1,0,0,38,4182250,0,0,0,0,1,0,0
940,1,1,1,0,3,9064800,0,0,1,0,0,0,0
1893,3,2,0,1,31,9995770,0,0,0,0,0,0,1
857,1,1,1,0,30,7377300,0,0,1,0,0,0,0
1563,1,1,2,0,6,11277710,0,0,0,0,0,1,0
1634,2,1,1,0,16,9643920,0,0,0,0,0,0,1
1483,2,1,1,0,19,8756780,0,0,0,1,0,0,0
1902,2,1,2,1,12,21789460,0,0,0,0,0,1,0
1638,1,1,2,1,37,13906030,0,0,0,0,0,1,0
1877,2,1,2,1,25,21810920,0,1,0,0,0,0,0
751,1,1,0,1,17,8484620,0,0,1,0,0,0,0
1873,3,2,0,0,23,15494260,0,0,0,1,0,0,0
1021,1,1,1,1,25,8387750,0,0,1,0,0,0,0
1448,2,2,0,1,23,13435000,0,0,0,0,1,0,0
720,1,1,0,0,38,6352250,0,0,0,0,1,0,0
1514,1,1,2,0,28,12279230,0,1,0,0,0,0,0
2347,4,2,0,0,27,12885880,0,0,0,1,0,0,0
1816,3,2,0,1,25,10764320,0,0,0,1,0,0,0
1615,2,1,1,1,37,8092310,0,0,0,0,0,0,1
1941,3,2,0,0,25,11014650,0,0,0,0,0,0,1
2227,4,2,0,1,8,12334760,0,0,0,1,0,0,0
1119,1,1,1,1,29,13267150,0,0,1,0,0,0,0
885,1,1,1,0,35,8414700,0,0,1,0,0,0,0
1417,2,2,0,1,37,12304750,0,0,0,0,1,0,0
1278,2,2,0,1,37,9448455,1,0,0,0,0,0,0
1050,1,1,1,1,20,11284700,0,0,1,0,0,0,0
1706,1,1,2,1,42,13094870,0,0,0,0,0,1,0
774,1,1,0,0,41,6353750,0,0,0,0,1,0,0
1751,1,1,2,1,19,13331980,0,1,0,0,0,0,0
729,1,1,0,1,24,6678875,0,0,0,0,1,0,0
1142,1,1,1,1,28,10065600,0,0,1,0,0,0,0
1668,2,1,1,1,43,9150510,0,0,0,0,0,0,1
857,1,1,1,0,8,12232800,0,0,1,0,0,0,0
1774,2,1,1,0,18,14103230,0,0,0,0,0,0,1
897,1,1,1,1,22,8957390,0,0,1,0,0,0,0
1838,2,1,2,0,14,20241530,0,0,0,0,0,1,0
1000,1,1,1,1,15,8080925,1,0,0,0,0,0,0
1209,1,1,1,0,41,6567375,0,0,0,0,1,0,0
858,1,1,1,1,18,10335050,0,0,1,0,0,0,0
767,1,1,0,1,7,9045605,1,0,0,0,0,0,0
1624,1,1,2,1,43,13234330,0,0,0,0,0,1,0
579,1,1,0,0,35,5032625,0,0,0,0,1,0,0
881,1,1,1,1,13,12724510,1,0,0,0,0,0,0
722,1,1,0,1,27,6888450,0,0,1,0,0,0,0
1837,3,2,0,0,18,11411760,0,0,0,0,0,0,1
1296,2,1,1,0,34,9965620,0,0,1,0,0,0,0
1624,2,2,0,0,31,7651250,0,0,0,0,1,0,0
1630,1,1,2,1,41,12938720,0,1,0,0,0,0,0
1257,2,1,1,0,24,9946290,0,0,1,0,0,0,0
1163,1,1,1,0,35,12123250,0,0,1,0,0,0,0
1652,2,1,1,1,43,12039380,0,0,0,0,0,0,1
1566,2,1,1,0,30,6776450,0,0,0,0,0,0,1
1669,2,1,1,0,49,7193030,0,0,0,0,0,0,1
1009,1,1,1,1,49,5272250,0,0,0,0,1,0,0
750,1,1,0,0,30,6252365,1,0,0,0,0,0,0
2149,3,2,0,0,7,11840340,0,0,0,1,0,0,0
1818,3,2,0,1,23,9890560,0,0,0,0,0,0,1
1623,2,1,1,0,5,14485900,0,0,0,1,0,0,0
1602,1,1,2,1,35,12359320,0,1,0,0,0,0,0
1143,1,1,1,0,9,12716150,0,0,1,0,0,0,0
865,1,1,1,0,37,4982055,1,0,0,0,0,0,0
1880,2,1,2,0,20,20562600,0,1,0,0,0,0,0
721,1,1,0,0,26,8732470,0,0,1,0,0,0,0
1510,1,1,2,0,18,10754410,0,0,0,0,0,1,0
1025,1,1,1,1,26,13168605,1,0,0,0,0,0,0
762,1,1,0,1,49,7675750,0,0,0,0,1,0,0
1609,1,1,2,0,45,17720900,0,0,0,0,0,1,0
869,1,1,1,1,8,12454750,0,0,1,0,0,0,0
1109,1,1,1,1,27,12735905,1,0,0,0,0,0,0
928,1,1,1,0,9,6997335,1,0,0,0,0,0,0
1747,2,1,1,1,13,9983410,0,0,0,0,0,0,1
1526,1,1,2,0,9,18546530,0,0,0,0,0,1,0
1922,2,1,2,1,41,13211540,0,0,0,0,0,1,0
1366,2,1,1,0,27,9808360,0,0,0,1,0,0,0
731,1,1,0,0,31,3102500,0,0,0,0,1,0,0
1886,2,1,2,0,42,12040960,0,0,0,0,0,1,0
1754,2,1,1,1,41,11963590,0,0,0,0,0,0,1
1236,2,2,0,0,33,13478895,1,0,0,0,0,0,0
1291,2,1,1,1,31,10499650,0,0,1,0,0,0,0
1744,1,1,2,0,41,11667270,0,1,0,0,0,0,0
933,1,1,1,0,11,9022165,1,0,0,0,0,0,0
747,1,1,0,0,22,6206700,0,0,1,0,0,0,0
1574,2,1,1,1,43,8287180,0,0,0,0,0,0,1
1290,2,1,1,0,10,13442250,0,0,1,0,0,0,0
1574,2,1,1,0,53,13113330,0,0,0,0,0,0,1
932,1,1,1,1,36,10095000,0,0,0,0,1,0,0
1047,1,1,1,0,13,8597500,0,0,0,0,1,0,0
1957,2,1,2,0,18,13371220,0,1,0,0,0,0,0
1511,2,2,0,1,39,9268750,0,0,0,0,1,0,0
1761,2,1,1,1,28,14397160,0,0,0,1,0,0,0
2287,4,2,0,0,9,12339780,0,0,0,1,0,0,0
1749,2,1,1,0,18,10236960,0,0,0,0,0,0,1
1550,2,2,0,1,37,8566750,0,0,0,0,1,0,0
1766,1,1,2,0,24,18658980,0,0,0,0,0,1,0
1540,1,1,2,1,16,13186470,0,1,0,0,0,0,0
1874,3,2,0,0,35,9292000,0,0,0,0,0,0,1
1454,2,2,0,0,5,7202750,0,0,0,0,1,0,0
2461,4,2,0,0,5,11338920,0,0,0,1,0,0,0
1528,2,1,1,1,21,13642920,0,0,0,0,0,0,1
823,1,1,1,0,5,7174375,1,0,0,0,0,0,0
1389,2,1,1,0,23,9630040,0,0,0,1,0,0,0
765,1,1,0,0,11,8203665,1,0,0,0,0,0,0
1244,2,2,0,1,8,8661320,1,0,0,0,0,0,0
1566,2,1,1,1,25,11548700,0,0,0,0,0,0,1
1539,1,1,2,0,13,11320960,0,1,0,0,0,0,0
1283,2,1,1,1,35,15503650,0,0,1,0,0,0,0
1132,1,1,1,1,34,13606450,0,0,1,0,0,0,0
948,1,1,1,0,8,8423350,0,0,1,0,0,0,0
589,1,1,0,1,47,6061625,0,0,0,0,1,0,0
1025,1,1,1,0,16,7688000,0,0,0,0,1,0,0
885,1,1,1,1,25,10958500,0,0,1,0,0,0,0
758,1,1,0,0,30,6237500,0,0,0,0,1,0,0
663,1,1,0,1,16,5426740,1,0,0,0,0,0,0
1530,2,1,1,1,22,6752540,0,0,0,0,0,0,1
1948,3,2,0,0,38,10765530,0,0,0,0,0,0,1
940,1,1,1,1,12,8871195,1,0,0,0,0,0,0
1532,1,1,2,0,7,10802190,0,0,0,0,0,1,0
1894,3,2,0,1,46,8917740,0,0,0,0,0,0,1
1373,2,1,1,0,23,8638540,0,0,0,1,0,0,0
1528,2,1,1,0,30,7922150,0,0,0,0,0,0,1
1826,3,2,0,0,39,9711430,0,0,0,0,0,0,1
1132,1,1,1,0,38,5330500,0,0,0,0,1,0,0
1955,2,1,2,1,14,14862430,0,0,0,0,0,1,0
1036,1,1,1,1,16,8901750,0,0,0,0,1,0,0
1504,1,1,2,1,5,20362800,0,0,0,0,0,1,0
1826,2,1,2,1,16,15779500,0,1,0,0,0,0,0
1609,2,2,0,1,37,11274750,0,0,0,0,1,0,0
891,1,1,1,1,12,7999750,0,0,0,0,1,0,0
1665,2,2,0,0,10,7729125,0,0,0,0,1,0,0
1965,2,1,2,1,35,14411150,0,1,0,0,0,0,0
1157,1,1,1,0,5,12632900,0,0,1,0,0,0,0
2064,3,2,0,0,21,16497820,0,0,0,1,0,0,0
1181,1,1,1,0,15,9847570,0,0,1,0,0,0,0
1653,2,1,1,1,20,10794060,0,0,0,1,0,0,0
2282,4,2,0,0,26,12171140,0,0,0,1,0,0,0
1531,2,2,0,0,34,11451250,0,0,0,0,1,0,0
1629,1,1,2,0,6,19939120,0,1,0,0,0,0,0
1081,1,1,1,1,39,9778420,0,0,1,0,0,0,0
1041,1,1,1,1,6,9045250,0,0,0,0,1,0,0
1175,1,1,1,1,27,9758600,0,0,1,0,0,0,0
810,1,1,1,0,29,9879950,0,0,1,0,0,0,0
1722,2,1,1,0,19,9795980,0,0,0,1,0,0,0
1475,2,2,0,0,20,8296250,0,0,0,0,1,0,0
1522,1,1,2,0,5,11295000,0,1,0,0,0,0,0
1286,2,1,1,1,7,14962800,0,0,1,0,0,0,0
1803,3,2,0,1,14,11546330,0,0,0,0,0,0,1
866,1,1,1,0,29,10173350,0,0,1,0,0,0,0
1178,1,1,1,1,19,8638785,1,0,0,0,0,0,0
1626,1,1,2,0,9,12866410,0,1,0,0,0,0,0
1589,1,1,2,1,8,12025410,0,1,0,0,0,0,0
1165,1,1,1,0,35,7550250,0,0,1,0,0,0,0
618,1,1,0,0,35,8421940,1,0,0,0,0,0,0
1144,1,1,1,0,38,9341380,0,0,1,0,0,0,0
1201,2,2,0,0,36,14203140,1,0,0,0,0,0,0
879,1,1,0,1,37,6313250,0,0,0,0,1,0,0
1501,1,1,2,1,35,13627030,0,1,0,0,0,0,0
1289,2,2,0,1,17,17360470,1,0,0,0,0,0,0
1741,2,1,1,1,10,10458220,0,0,0,1,0,0,0
1585,2,2,0,0,44,11996750,0,0,0,0,1,0,0
897,1,1,1,1,9,9162950,0,0,1,0,0,0,0
1172,1,1,1,1,20,9701600,0,0,1,0,0,0,0
1321,1,1,1,1,18,8527375,0,0,0,0,1,0,0
798,1,1,0,0,13,4517000,0,0,0,0,1,0,0
1808,2,1,2,0,20,20487250,0,0,0,0,0,1,0
934,1,1,1,0,16,7774580,0,0,1,0,0,0,0
961,1,1,1,1,29,8637320,0,0,1,0,0,0,0
962,1,1,1,0,11,6374265,1,0,0,0,0,0,0
1778,3,2,0,0,6,10567300,0,0,0,1,0,0,0
1756,1,1,2,1,12,12368790,0,1,0,0,0,0,0
1023,1,1,1,0,6,4798625,0,0,0,0,1,0,0
784,1,1,0,0,31,6611365,1,0,0,0,0,0,0
1485,2,1,1,0,10,8195220,0,0,0,1,0,0,0
2177,3,2,0,1,12,13553180,0,0,0,1,0,0,0
2088,3,2,0,1,17,12879720,0,0,0,1,0,0,0
1181,1,1,1,1,24,8418360,1,0,0,0,0,0,0
1308,1,1,1,0,9,9168580,0,0,0,1,0,0,0
663,1,1,0,0,19,3815750,0,0,0,0,1,0,0
1975,2,1,2,1,5,13567150,0,0,0,0,0,1,0
749,1,1,0,0,22,9607900,0,0,1,0,0,0,0
1727,2,1,1,1,32,8269610,0,0,0,0,0,0,1
2158,3,2,0,1,17,13154100,0,0,0,1,0,0,0
1157,1,1,1,0,10,9455100,0,0,1,0,0,0,0
1832,2,1,2,0,21,21686920,0,0,0,0,0,1,0
1138,1,1,1,1,15,13801050,0,0,1,0,0,0,0
770,1,1,0,0,4,6348750,0,0,1,0,0,0,0
1842,2,1,2,0,23,13040160,0,0,0,0,0,1,0
1882,2,1,2,1,41,19761890,0,0,0,0,0,1,0
757,1,1,0,1,14,8854790,0,0,1,0,0,0,0
1884,3,2,0,1,37,9955440,0,0,0,0,0,0,1
